province_state,country_region,date,confirmed,deaths,recovered,active
Groningen,Netherlands,2020-10-15,3823,21,0,3802
Limburg,Netherlands,2020-10-15,9430,773,0,8657
Noord-Brabant,Netherlands,2020-10-15,29550,1599,0,27951
Noord-Holland,Netherlands,2020-10-15,40498,916,0,39582
Overijssel,Netherlands,2020-10-15,9327,360,0,8967
Sint Maarten,Netherlands,2020-10-15,737,22,657,58
Unknown,Netherlands,2020-10-15,1623,19,0,1604
Utrecht,Netherlands,2020-10-15,17342,464,0,16878
Zeeland,Netherlands,2020-10-15,2068,76,0,1992
Zuid-Holland,Netherlands,2020-10-15,60796,1495,0,59301
Aruba,Netherlands,2021-02-10,7319,68,6922,329
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-02-10,196,3,180,13
Curacao,Netherlands,2021-02-10,4628,22,4547,59
